Cantidad,Codigo
3,010101100101011001001101
3,010101100101011001010001
3,010101100101011001010010
4,01001111010010110101011101001100
4,01010011010001110100001101000001
3,010001010101010101000101
3,010001010101010101000100
3,010001010101010101000110
3,010001010101010101001000
3,010101100101011001011010
3,010001010101010101001110
4,01001101010001010101000101010100
3,010101100101011101000100
4,01001100010100110100111001001000
3,010001010101010101011001
3,010101100101011101001001
4,01000011010110010101011001010101
3,010101100101011101001100
3,010101100101011101001111
3,010101100101011101010001
4,01010100010010100100010101000101
4,01010000010011100101100101010001
3,010001010101011001000110
3,010101100101011101010101
3,010001010101011001000101
3,010001010101011001000111
4,01010110010100000100101101000010
3,010101100101011101011001
3,010001010101011001001110
3,010001010101011001001101
3,010001010101011001010000
4,01001000010110000100010001010000
4,01000010010001010101000101001111
3,010001010101011001010001
4,01010100010010100100011101010011
3,010101100101100001000110
4,01011001010110010101011101000011
4,01001110010110010101011101001110
4,01001111010010110101100101001001
3,010101100101100001001010
4,01011001010010000101010101000110
3,010101100101100001001111
4,01010110010100000100110101010111
4,01001101010001010101001101000011
4,01000001010000100101000001000001
4,01010011010110000100011001001011
3,010001010101011101000001
3,010101100101100001010000
3,010101100101100001010101
4,01000011010010000101010101011010
3,010101100101100001011000
3,010001010101011101001000
3,010001010101011101001011
4,01011001010110010101011101001010
3,010101100101100101000010
4,01001010010011010100110001000110
3,010001010101011101010011
3,010101100101100101000100
3,010001010101011101010101
4,01001101010101100101001101001010
3,010001010101011101010110
3,010001010101011101011001
3,010101100101100101001011
3,010101100101100101001110
3,010101100101100101010000
4,01001100010000100100111101000111
3,010101100101100101001111
4,01000111010001000100000101010011
3,010101100101100101010001
3,010101100101100101010110
3,010001010101100001000110
4,01001110010010000101010101010001
3,010001010101100001000101
3,010101100101100101010101
3,010001010101100001000111
3,010001010101100001001010
3,010101100101100101011010
3,010001010101100001001001
4,01001000010110000100011001001111
3,010101100101101001000011
3,010101100101101001000010
4,01001000010110000100100001011010
3,010001010101100001010100
3,010001010101100001010110
3,010101100101101001000110
4,01001100010100110101001101001100
3,010001010101100001010101
3,010101100101101001001001
4,01010010010001000100001101010100
3,010001010101100001010111
3,010001010101100001011010
3,010101100101101001001101
3,010101100101101001001111
4,01001110010010000101100001001101
4,01011000010001010101010001001100
3,010001010101100101000010
4,01000111010101010100011001001011
4,01001110010010000101100001001110
3,010101100101101001011001
3,010001010101100101001001
3,010001010101100101001000
4,01000111010101010100011001001111
4,01000010010001010101010001010111
3,010001010101100101001111
4,01001110010110010101101001001101
4,01001000010001110100100001000110
3,010001010101100101010101
4,01000110010100100100000101010110
4,01001101010001010101010001000101
4,01010010010001000100001101001000
3,010001010101101001001010
4,01000011010110010101101001001110
4,01010011010001110100011001000010
3,010001010101101001001101
4,01000110010100100100001001001110
4,01010010010001000100001101001110
4,01000111010001000100010001000001
3,010001010101101001001111
4,01000110010000010100000101000100
4,01010010010001000100001101001010
4,01010111010100110101001001001101
4,01010111010100110101010101000001
3,010001010101101001010110
3,010001010101101001010101
3,010001010101101001010111
3,010001010101101001011010
4,01010110010100000101001001000101
4,01001000010110000100101101000010
4,01011001010010000101100101001011
4,01011000010101100101011101011010
4,01011000010001010101011001001101
4,01001101010001010101011101001001
4,01011000010101100101100001000001
4,01010001010000010100001101001001
4,01001110010010000101101001010111
4,01000111010101010100100001010011
4,01000110010000010100010001000010
4,01000001010100110101010101000111
4,01010111010100110101010101001100
4,01010010010101010100011001000101
4,01000110010100100100010001000011
4,01010110010100000101000001011010
4,01001011010100000101000101011000
4,01000010010101100101100101010000
4,01000001010100110101011001001100
4,01001011010100000101001001001000
4,01010010010001000100010101010000
4,01000101010011110100000101010100
4,01000011010010000101101001010111
4,01011000010001010101100001010101
4,01001010010011010101000101010100
4,01000001010100110101011101010110
4,01010110010100000101010001011000
4,01000111010001000100100101001001
4,01001010010011010101000001001111
4,01001101010001010101100001001110
4,01010001010100100100010101001110
4,01000001010000100101011101000011
4,01001100010000100101010101010111
4,01001000010110000100110001010101
4,01000110010000010100010101000110
4,01001000010001110100101101001000
4,01000010010001010101100101010111
4,01010110010100000101001101001111
4,01001000010001110100101101001010
3,010101110100000101001000
4,01001000010110000100111101000010
3,010101110100000101001100
4,01001000010001110100110101010010
3,010101110100000101001110
4,01001100010000100101100001000110
3,010101110100000101010101
4,01000111010001000100101001011001
4,01000100010011000100001101001000
4,01010010010101010100101101010000
3,010101110100000101011000
4,01011010010011000100001001001011
4,01010110010100000101011001001100
4,01000111010001000100101101000111
3,010101110100001001000110
4,01010001010000010100011101010110
4,01010010010101010100110001000110
3,010101110100001001001000
3,010101110100001001001001
3,010101110100001001001011
3,010101110100001001001110
4,01001001010010100100111101010100
3,010101110100001001010000
4,01001111010011000100000101000100
3,010101110100001001010010
3,010101110100001001010001
3,010001100100000101000001
3,010001100100000101000101
3,010101110100001001010101
3,010101110100001001011000
4,01001101010001010101101001001011
4,01010100010010100100111101000011
3,010101110100001001011010
4,01000111010101010100101101001011
4,01010001010100100100011101001111
4,01001000010110000100111001010001
4,01000001010100110101101001010101
4,01010100010010100100111101001100
3,010001100100000101010000
3,010101110100001101000011
4,01010110010100000101010101011010
3,010101110100001101000100
3,010001100100000101010011
3,010101110100001101001000
4,01010010010001000100100101001111
4,01001000010001110100111101010000
3,010101110100001101001110
4,01010110010100000101100001001011
4,01010010010001000100101101011001
4,01000011010010010100000101010001
3,010001100100001001000100
3,010101110100001101011001
3,010001100100001001001000
4,01001110010110100100001101001011
4,01000011010110100100001001011001
3,010001100100001001001111
4,01010001010000010100100101001111
4,01010010010001000100110001001100
3,010101110100010001000001
3,010001100100001001010011
4,01001000010001110101000001000111
4,01000001010000100101101001000010
4,01011001010010010100000101000001
3,010001100100001001010111
3,010101110100010001000111
3,010101110100010001001010
4,01001110010110100100001101010000
3,010001100100001001011000
4,01000111010001000100101101001111
3,010101110100010001010010
4,01000010010101110100000101000101
3,010101110100010001010100
4,01010111010100110101101001001101
3,010001100100001101000011
3,010001100100001101000101
3,010101110100010001010111
3,010101110100010001011001
3,010001100100001101001100
4,01010000010011110100011001010010
4,01000110010100100100101001001111
3,010001100100001101001110
4,01010010010001000100101101001111
3,010101110100010101000001
4,01000110010000010100100101000001
3,010101110100010101000011
3,010001100100001101010010
3,010101110100010101000010
3,010001100100001101010100
3,010101110100010101001001
3,010001100100001101011000
4,01001001010010100101001001001001
3,010101110100010101001000
4,01000111010001000100110001001110
4,01010101010011010101010001010100
4,01001111010011000100010001000001
4,01000101010011110100101001000001
3,010101110100010101010011
3,010101110100010101010010
3,010101110100010101010101
3,010101110100010101010100
3,010001100100010001000100
4,01010101010011010101011101001100
3,010001100100010001001010
3,010101110100010101011010
4,01001000010001110101001001000010
3,010001100100010001001100
4,01010100010010100101010001010101
4,01000010010101110100000101011010
3,010001100100010001001110
3,010001100100010001010001
3,010101110100011001000001
3,010001100100010001010010
3,010101110100011001000101
4,01011001010110100100010101000010
4,01000110010100100100110101011001
3,010101110100011001000111
3,010001100100010001011001
3,010101110100011001001011
3,010101110100011001001110
4,01001000010001110101001001010010
4,01001101010101110100001001010011
4,01001111010011000100011101000100
4,01001111010011000100010101001110
4,01010111010000100101101001011010
4,01000110010000010100101001010010
3,010101110100011001010100
4,01000010010001100100000101011000
3,010101110100011001010011
4,01010011010001110101000001001010
3,010001100100010101001000
4,01000100010011000100011001000111
3,010101110100011001011010
4,01010101010011010101011001001010
4,01000011010010010100010001010010
4,01010101010011010101011001001001
3,010001100100010101001100
4,01010010010101010100111001010100
3,010001100100010101010101
3,010101110100011101001001
3,010001100100010101010111
4,01001011010100000101101001001101
3,010101110100011101001101
4,01010010010101010100111101000111
3,010101110100011101001100
4,01000001010101000100000101001000
3,010101110100011101010100
3,010001100100011001000100
3,010001100100011001000111
3,010101110100011101010111
3,010001100100011001000110
4,01011010010011000100011101011000
3,010001100100011001001010
4,01001100010101000100000101000001
3,010001100100011001001101
3,010001100100011001001111
4,01000110010100100100111101010001
3,010001100100011001010001
4,01011001010010010100010101001110
3,010001100100011001010000
3,010101110100100001000001
3,010101110100100001000100
3,010001100100011001010010
3,010101110100100001000101
3,010101110100100001001000
4,01010010010001000101000001001110
3,010001100100011001010110
4,01011001010110100100011001010110
3,010101110100100001001001
3,010001100100011001011000
3,010101110100100001001100
3,010101110100100001001011
4,01001000010001110101010001010010
4,01001101010101110100010001010100
3,010101110100100001001111
3,010001100100011101000010
4,01001001010010100101010101010110
3,010001100100011101000100
3,010001100100011101000110
3,010001100100011101000101
4,01000111010101010101000101000111
3,010101110100100001011000
4,01010000010011110100101001011000
3,010101110100100001011010
3,010101110100100001011001
4,01010001010100100100110101011000
3,010001100100011101001011
3,010001100100011101010000
4,01001110010010010100010001010100
3,010001100100011101010010
4,01010000010011110100101101000010
4,01001111010011000100100001000001
4,01011010010011000100011101001110
3,010101110100100101000100
3,010101110100100101000111
3,010001100100011101010101
4,01011001010010010100010001010010
3,010101110100100101001000
3,010001100100011101010111
3,010001100100011101011010
3,010101110100100101001011
4,01000010010001100100001101000011
3,010101110100100101010010
3,010001100100100001000111
3,010001100100100001000110
4,01011000010001100100001101010110
3,010001100100100001001101
4,01000111010101010101010001010100
4,01001110010010010100100001000010
4,01000100010011000100101101010100
3,010101110100101001000101
4,01011000010101110100011001000100
3,010001100100100001010110
3,010001100100100001011001
4,01001001010010100101100101001100
3,010101110100101001001001
3,010101110100101001001110
4,01000110010100100101001001000011
4,01010010010001000101001001011010
3,010101110100101001001111
3,010001100100100101000010
3,010101110100101001010100
4,01001000010001110101010001010110
4,01011000010001100100001101000010
3,010101110100101001011000
3,010001100100100101001000
3,010001100100100101001010
3,010001100100100101001001
3,010101110100101001011001
4,01010000010011110100110001011010
3,010001100100100101001100
4,01000011010010010100100001011000
4,01011000010101110100010001001000
4,01010111010101000100000101000111
3,010101110100101101000011
4,01010001010100100100111101010110
4,01000110010100100101000001010010
4,01010000010011110100110101000010
3,010001100100100101010101
3,010101110100101101000110
3,010101110100101101001001
3,010001100100100101011001
3,010101110100101101001100
4,01000001010000110100001001000111
4,01000010010101110100011001010110
3,010101110100101101001110
3,010101110100101101010000
4,01010011010001110101011101001010
4,01011000010101110100011101010011
4,01001101010001100100011001010011
4,01000011010110100100101101001110
3,010001100100101001001000
4,01011000010001100100010101011001
3,010101110100110001000001
4,01010010010101010101010101011010
3,010001100100101001010011
4,01010110010100010100000101001100
3,010001100100101001010100
3,010001100100101001010111
4,01010011010110000101100101001000
4,01000100010011000100110101011001
3,010101110100110001001001
4,01010111010101000100010001011000
3,010001100100101101000001
4,01001101010101110100100001010111
3,010001100100101101000011
3,010101110100110001010110
3,010101110100110001010101
3,010001100100101101001000
4,01001001010010100101100101011000
4,01011001010010010100100001000111
3,010001100100101101001011
4,01000010010101110100100101001100
4,01000101010011110100111101001111
4,01000011010010010100101001011000
4,01000111010001000101010001000100
3,010001100100101101010001
4,01000100010011000100110001010011
3,010101110100110101000100
3,010101110100110101000111
4,01010111010101000100010001000010
4,01010011010110000101100001000110
3,010101110100110101001101
4,01010010010001000101001101010010
4,01001101010001100100011001001010
4,01011010010011000100101101001100
3,010001100100110001000001
3,010101110100110101010000
4,01000011010110100100101101010110
4,01000011010010010100101001000110
4,01001011010100010100000101010111
4,01001111010011000100110001001001
3,010001100100110001000110
3,010101110100110101011000
3,010101110100110101011010
4,01000110010000010101010001000001
3,010101110100111001000001
3,010001100100110001010011
3,010101110100111001000011
3,010001100100110001010101
3,010001100100110001010100
4,01010000010011110101001001000111
3,010101110100111001000111
3,010001100100110001011000
3,010101110100111001001100
4,01010011010001110101100101010110
3,010101110100111001010010
3,010101110100111001010001
4,01010101010011100100000101000010
3,010101110100111001010110
4,01001101010001100100100101001010
3,010001100100110101001010
4,01000001010101000100100001010001
3,010001100100110101001100
4,01000110010100100101010001010001
3,010001100100110101010001
3,010101110100111101000101
4,01011001010110100100101101001110
4,01000011010110100100111001001000
3,010001100100110101010110
3,010101110100111101000110
3,010001100100110101011000
3,010101110100111101001001
3,010001100100110101010111
3,010001100100110101011001
4,01011000010101110100100101001000
4,01000111010001000101011001010010
4,01010111010000110100010001001001
3,010101110100111101010000
3,010001100100111001000010
3,010101110100111101010010
4,01000010010101110100101001011000
3,010101110100111101010100
3,010001100100111001000111
3,010101110100111101010111
4,01010101010011100100001001010000
4,01000010010101110100110001010100
3,010001100100111001001010
3,010101110100111101011010
3,010001100100111001001100
4,01001111010011000101000001010110
4,01010010010001000101100001000111
4,01000100010011000101000101010000
3,010001100100111001001110
4,01001011010100010100011001001010
4,01010010010101010101101001000011
4,01001110010110100100111101010001
4,01010000010011110101010001000011
3,010001100100111001010101
3,010101110101000001000110
4,01010101010011100100001001010011
3,010101110101000001001000
3,010001100100111001011000
3,010101110101000001001001
4,01001111010011000101000101000101
4,01001110010010010100111001000011
4,01000110010000010101011001010010
3,010001100100111101000010
4,01010010010101010101101001010101
3,010101110101000001010100
4,01010010010101010101101001010001
4,01011010010011000101000001010100
4,01010111010000110100011101010000
3,010101110101000001010111
3,010001100100111101001011
4,01000111010101010101100101010000
3,010001100100111101001101
3,010001100100111101010001
3,010001100100111101010011
4,01011001010010010100110001000001
3,010101110101000101001010
4,01000001010000110100100001010010
4,01000001010000110100100001010000
4,01011000010101110100101101001011
4,01001100010000110100011101001011
3,010001100101000001000011
3,010001100101000001000100
3,010101110101000101010100
4,01010111010101000100100001000001
4,01000011010010010101000001001001
4,01000101010011110101011001001100
4,01000010010101110100111001010111
3,010001100101000001001111
3,010101110101001001000010
4,01001001010010110100001001000101
4,01001101010101110100111001000111
3,010001100101000001010011
4,01001011010100010100100001001100
4,01011000010001100100110001000001
3,010001100101000001010100
3,010101110101001001000111
4,01000110010000010101100001001011
3,010001100101000001011000
4,01011001010110100101000101001011
3,010101110101001001001101
3,010101110101001001010000
3,010101110101001001010010
3,010101110101001001010100
3,010001100101000101000101
3,010001100101000101001000
4,01000011010010010100111101001011
3,010101110101001001011001
4,01011001010010010100111001000111
4,01011001010110100100111101010110
3,010101110101001101000001
4,01000001010000110100101101000100
4,01010101010011100100001101001010
3,010101110101001101000010
3,010101110101001101000101
3,010001100101000101010100
3,010101110101001101000100
3,010101110101001101000110
3,010001100101000101011000
4,01011000010101110100110001010100
3,010101110101001101001011
4,01010001010100100101100001001100
3,010001100101001001000001
3,010101110101001101010000
4,01011001010110100101000001001011
3,010101110101001101010011
3,010001100101001001000101
3,010101110101001101010100
3,010001100101001001000111
3,010001100101001001000110
4,01001110010010010100111101001100
3,010001100101001001001000
3,010101110101001101011000
4,01000011010010010101000001001010
4,01000010010101110100111001011001
4,01001011010100010100101001000111
3,010001100101001001001111
4,01000011010010010101001001001000
4,01001101010001100100111001010110
4,01010011010110010100001001001011
4,01011000010101110100111101010000
4,01000011010110100101001101001111
3,010001100101001001011001
4,01001000010010000100000101001101
4,01001100010101000100110101010001
4,01010011010110010100001001000100
4,01001001010010110100010001010101
4,01010111010101000100110101001010
4,01010011010110010100001001010000
4,01011010010011000101010101000001
3,010001100101001101000011
4,01011000010001100100111001010000
4,01000110010000010101101001011001
3,010001100101001101001000
4,01001101010001100100111101001110
3,010101110101010001011001
4,01001110010110100101001001001010
4,01011000010001100100110101000111
3,010101110101010101000001
3,010001100101001101001111
3,010001100101001101010001
3,010001100101001101010100
3,010001100101001101010011
3,010101110101010101000100
4,01001010010011100100011001001101
4,01010001010000010101100001010110
4,01000110010000010101100101001001
3,010001100101001101010111
3,010001100101001101011010
4,01001010010011100100011001001110
4,01011000010001100100110101011000
3,010101110101010101001110
4,01000010010001100100111101011000
4,01001110010110100101001001010110
3,010001100101010001000011
3,010101110101010101010011
3,010101110101010101010010
4,01010011010110010100000101001101
3,010101110101010101010110
3,010001100101010001001001
4,01000011010110100101010001000010
4,01011001010010010101000001010100
3,010101110101010101011010
4,01011000010101110100111101000100
3,010001100101010001001101
3,010001100101010001001100
4,01000100010011000101011101010000
3,010001100101010001010011
3,010001100101010001010010
3,010101110101011001000101
4,01010011010010000100001001001110
3,010001100101010001010111
4,01000010010101110101001001010011
4,01001001010010110100011001010010
3,010101110101011001001011
4,01001101010001100101000101000011
3,010101110101011001001101
3,010101110101011001010000
4,01010100010010110100011001000110
4,01001100010000110100111001001010
3,010101110101011001010010
3,010001100101010101000001
3,010101110101011001010011
3,010101110101011001010110
3,010101110101011001010111
3,010001100101010101001001
4,01000011010010010101001101010001
4,01010011010110010100010001011000
4,01001111010011000101011101010100
4,01000011010010010101010101001110
3,010001100101010101001111
3,010001100101010101010010
4,01001010010011100100100001000101
4,01011000010001100100111101001011
3,010001100101010101010110
4,01001001010010110100010101001000
3,010101110101011101000110
3,010001100101010101011001
4,01011000010001100100111101000110
3,010101110101011101001100
4,01010001010000010101101001010101
3,010001100101011001000001
3,010101110101011101010001
3,010101110101011101010011
3,010001100101011001000100
3,010001100101011001000111
4,01010111010000110100110001010000
3,010001100101011001001001
4,01000100010011000101011101000111
4,01010100010010110100010101001100
4,01000011010010010101010001010100
4,01010000010011110101100101011001
3,010001100101011001001101
4,01001110010110100101010101000001
4,01010100010010110100010101001000
3,010001100101011001001110
3,010001100101011001010001
3,010101110101100001000001
4,01001000010010000100010101001000
4,01000111010101100100001101010110
3,010101110101100001001000
4,01010011010110010100011001001101
3,010101110101100001001100
3,010101110101100001001011
3,010001100101011001011010
4,01011001010110100101011001011001
4,01010110010100010100110101011000
3,010101110101100001001111
3,010101110101100001010001
3,010101110101100001010011
4,01010010010101100100001101010100
3,010101110101100001010110
3,010101110101100001010111
3,010001100101011101001001
3,010001100101011101001100
4,01001101010001100101001101010100
4,01001000010110010100011101010011
3,010001100101011101010011
4,01010010010101100100001001000001
3,010101110101100101000110
4,01000111010001010100000101000111
4,01000111010101100100001001011001
3,010001100101011101010111
4,01010011010110010100010101001110
4,01010110010100010100110001010010
3,010101110101100101001101
3,010101110101100101001111
3,010001100101100001000001
3,010101110101100101010001
4,01011000010001100101000101001010
4,01010110010100010100110001011000
4,01000010010101110101010101001111
4,01001100010000110100111101001011
4,01001000010110010100011001000101
4,01001101010101110101010001000001
4,01001101010001100101001001010000
4,01001000010110010100011001001001
4,01010111010000110100111101000010
3,010001100101100001001010
4,01011000010001100101000101010110
3,010001100101100001001111
3,010001100101100001001110
3,010001100101100001010001
4,01000100010011000101100101001111
3,010101110101101001000001
4,01001101010101110101010001000101
4,01000111010001010100010001000110
4,01001110010010010101100001000010
3,010001100101100001010100
4,01001101010001100101010101000011
3,010101110101101001001000
3,010001100101100001010110
3,010001100101100001011000
3,010001100101100001011010
4,01000010010001100101010101000001
3,010001100101100101000001
3,010101110101101001010100
3,010101110101101001010110
3,010001100101100101000110
4,01010011010110010100100001010110
3,010001100101100101000101
3,010101110101101001011010
3,010001100101100101001001
3,010001100101100101001100
3,010001100101100101001011
3,010001100101100101001110
3,010001100101100101001101
3,010001100101100101010000
4,01000011010010010101100101010010
3,010001100101100101010011
3,010001100101100101010110
4,01011000010101110101010101000101
4,01000001010101000101010001011001
4,01011000010001100101001101010011
3,010001100101101001000001
4,01001100010000110101000101001011
4,01000110010100110100001001000111
4,01010100010010110100100101000101
3,010001100101101001001011
3,010001100101101001001010
4,01001111010011000101101001001111
3,010001100101101001001101
3,010001100101101001001100
4,01001110010110100101100101001010
4,01001000010110010100100001001111
3,010001100101101001001110
4,01010010010001010100001101001010
4,01010111010101000101001001001011
4,01001010010011100100110101000110
3,010001100101101001010101
3,010001100101101001010100
4,01000010010001100101011101001111
3,010001100101101001010110
3,010001100101101001011001
3,010001100101101001011000
4,01010001010100110100010001010001
4,01001100010000110101010001000111
4,01000101010100000100001001001001
4,01000110010100110100010101001011
4,01010010010101100100011101011000
4,01011000010101110101100001010110
4,01010100010010110100110001001111
4,01001101010101110101100101001001
4,01000011010010010101100101010100
4,01000110010100110100001101010111
4,01010100010010110100101001011010
4,01000001010101000101011101000010
4,01001110010010010101100101000011
4,01000001010000110101010101010000
4,01000101010100000100000101000011
4,01000010010101110101100101010011
4,01001010010011100100111101000001
4,01010111010101000101010001001001
4,01011000010101110101011101001100
4,01000001010101000101100001000011
4,01011000010001100101100001010111
4,01001101010001100101100101001010
4,01010001010100110100011001011000
4,01010010010001010100100001000110
4,01000111010101100100101001010001
4,01010101010011100101000101010111
4,01001100010101000101100001001110
4,01000101010100000100010001011000
4,01010010010001010100011001011000
4,01000110010000100100010001001011
4,01000111010001010100011101001101
4,01010011010010000100101001001011
4,01010110010100010101001101010110
4,01010111010000110101010001011000
3,010110000100000101000011
3,010110000100000101001000
4,01001010010011100101000101001001
4,01010001010000100100010001001101
3,010110000100000101001010
3,010110000100000101001001
4,01001000010110010100111101000001
3,010110000100000101001110
4,01000001010101000101101001000010
4,01001001010010110101000001011001
4,01001000010110010100111101000110
4,01010010010001010100101001000100
4,01000001010000110101100001001011
4,01001011010100010101011101000100
3,010110000100000101011010
4,01000001010101000101100101010100
4,01001100010000110101100001010011
4,01010101010011100101001101001110
4,01000001010101000101100101000110
4,01010100010010110101000001010001
3,010110000100001001001011
4,01010111010000110101011001010011
3,010110000100001001001101
4,01000001010000110101100101010011
3,010110000100001001010001
3,010001110100000101000011
3,010110000100001001010101
3,010001110100000101000100
4,01001001010010110100111101010110
3,010001110100000101000111
3,010001110100000101000110
4,01010011010110010100110101001111
3,010110000100001001011010
3,010001110100000101001100
4,01001000010110010100111001001110
4,01001000010110010100111001010011
3,010001110100000101001110
3,010001110100000101010001
3,010110000100001101000001
4,01000100010011010100001001010001
4,01001000010110010100111001010111
3,010110000100001101000011
3,010110000100001101000111
4,01010110010100010101010101010000
3,010110000100001101001100
4,01010101010011100101010101000001
4,01001100010000110101101001000011
4,01010111010000110101100101011001
3,010110000100001101010000
3,010110000100001101010001
3,010110000100001101010011
4,01000111010101100100111001001100
3,010110000100001101011000
3,010001110100001001001000
3,010110000100001101010111
3,010110000100001101011010
4,01010110010100010101100001010110
3,010001110100001001001101
4,01010110010100010101100001011001
3,010110000100010001000001
3,010001110100001001010000
3,010110000100010001000010
3,010001110100001001010001
4,01000101010100000100100001010110
4,01011010010011010100010001000100
4,01000110010100110100101101011001
3,010001110100001001010101
3,010001110100001001011000
3,010110000100010001001000
3,010110000100010001001011
3,010001110100001001011001
3,010110000100010001001010
4,01000111010001010100110101001101
4,01001010010011100101010001010000
3,010110000100010001001111
4,01010001010000100100011101011000
4,01010000010100000100011001010011
4,01010010010101100100110001010101
3,010110000100010001010110
4,01000110010000100100100001011000
3,010110000100010001011001
3,010001110100001101001011
3,010001110100001101001101
4,01000011010010100100001001001001
4,01001100010000110101100101011000
3,010001110100001101010101
3,010110000100010101000101
3,010001110100001101010111
3,010110000100010101001000
3,010110000100010101001110
3,010110000100010101001101
3,010110000100010101001111
3,010110000100010101010100
3,010110000100010101010011
3,010001110100010001000011
3,010001110100010001000101
4,01010100010010110101010001001001
3,010001110100010001001110
3,010110000100011001000001
3,010001110100010001001111
3,010110000100011001000011
3,010110000100011001000110
3,010110000100011001001000
4,01010011010010000101000101011001
4,01001000010010000101001001001110
3,010110000100011001001110
3,010001110100010101000001
3,010001110100010101000100
3,010001110100010101001001
3,010001110100010101001000
4,01000010010110000100001101000001
4,01010011010010000101000001000101
4,01000011010010100100010001010000
4,01010111010000110101101001010011
4,01010000010100000100100001010000
4,01010111010000110101101001010100
4,01011010010011010100010101001101
4,01010101010011100101011001010010
3,010001110100010101010011
3,010001110100010101010010
4,01000100010011010100011001010011
3,010001110100010101010100
3,010110000100011101001000
4,01010011010010000101000001011001
3,010110000100011101000111
3,010110000100011101001001
3,010001110100010101011010
4,01010010010101100100111101000100
4,01011000010110000100001101001011
3,010110000100011101010001
3,010001110100011001000001
4,01010000010100000100101101001100
4,01010011010110010101010001010001
3,010110000100011101010110
3,010110000100011101010101
3,010110000100011101011000
4,01001100010101010100000101000010
3,010110000100011101010111
3,010001110100011001000111
3,010001110100011001001010
3,010001110100011001001001
4,01000111010001010101000101000010
4,01011000010001110100000101011001
4,01000010010001110100001001000111
4,01000010010001110100001001000100
3,010110000100100001001011
3,010001110100011001011010
3,010110000100100001001010
4,01001001010010110101011101010001
3,010110000100100001001110
3,010001110100011101000001
3,010110000100100001010011
3,010001110100011101000010
3,010110000100100001010101
3,010001110100011101000100
3,010110000100100001010110
3,010001110100011101000110
3,010001110100011101001000
4,01000010010001110100001101001101
4,01010010010101100101000101000011
3,010001110100011101010000
3,010001110100011101010011
3,010110000100100101000100
4,01011000010001110100000101001100
3,010001110100011101010010
3,010001110100011101010101
4,01010001010000100100110001001011
3,010110000100100101001000
3,010001110100011101011001
3,010110000100100101001100
4,01000011010010100100011001000100
3,010110000100100101001011
4,01000111010001010101000001001110
3,010110000100100101001101
4,01001110010010100100010101000100
4,01010100010010110101100001001000
3,010110000100100101010001
3,010001110100100001000001
3,010001110100100001000100
4,01001000010110010101011101000111
4,01010011010010000101010101000101
3,010110000100100101010011
3,010110000100100101010101
4,01001101010001110100010001001100
3,010110000100100101010111
3,010110000100100101011001
4,01010001010100110101000001011010
3,010001110100100001001011
4,01001100010101010100001101001001
3,010001110100100001010000
4,01001000010110010101011101011000
3,010110000100101001000011
3,010001110100100001010001
3,010001110100100001010011
3,010110000100101001000111
4,01010010010101100101010001000011
4,01011001010010100100011101010010
3,010110000100101001001011
4,01011000010001110100010001001000
3,010110000100101001010000
3,010110000100101001010010
3,010001110100100101000100
3,010001110100100101000111
4,01001000010110010101011001001011
4,01000111010101100101001101001011
3,010001110100100101001000
3,010001110100100101001010
3,010001110100100101001100
4,01000101010100000100110101010000
4,01011010010011010100100101010000
3,010001110100100101010011
4,01001101010110000100010101001010
3,010001110100100101010111
3,010001110100100101011000
4,01000001010101010100001101010101
4,01000010010001110100010101000111
4,01001100010101010100001001010011
4,01001101010001110100010001001000
3,010110000100101101001111
4,01001000010010000101010101010100
4,01011001010010100100011001001100
4,01010011010010000101010001010111
3,010110000100101101010100
3,010110000100101101011010
3,010001110100101001001001
4,01000011010010100100100101011010
4,01010110010100100100000101000101
3,010001110100101001001100
4,01010010010101100101011001000001
3,010110000100110001000001
4,01010001010100110101001001011000
3,010001110100101001010001
4,01001100010101010100010101001111
4,01010011010110010101100101001010
3,010110000100110001000111
3,010001110100101001010101
4,01000010010001110100011001001101
4,01011000010001110100011001010100
3,010001110100101001010111
4,01001100010001000100010001000010
4,01001000010010000101100001010011
4,01001011010100100100001001010011
4,01001011010100100100001001011000
3,010110000100110001010010
3,010001110100101101000010
3,010110000100110001010100
3,010110000100110001010111
4,01000111010001010101001101011010
4,01000010010110000100100101001110
3,010110000100110001011010
4,01011010010011010100101101000101
3,010001110100101101001100
4,01000010010001110100011101010111
3,010001110100101101001111
4,01001101010001110100010101010110
3,010110000100110101000110
4,01010100010010110101100101010111
4,01000001010001000100010001001011
3,010110000100110101001011
4,01000010010001110100100101000010
3,010110000100110101010101
4,01001101010110000100101001000001
4,01001011010100100100010001000001
4,01001010010011110100000101000111
3,010001110100110001010000
3,010110000100111001000011
3,010110000100111001000101
3,010001110100110001010011
3,010001110100110001010111
3,010001110100110001011010
4,01000100010011010100111101011010
4,01001011010100100100010001010100
3,010001110100110001011001
4,01010000010100000101001001000101
3,010110000100111001001100
4,01001110010010100100110001001101
3,010110000100111001010001
3,010001110100110101000001
3,010110000100111001010101
4,01001100010001000100011001001011
3,010001110100110101000100
3,010110000100111001010100
4,01010010010001010101010101001000
4,01010010010101100101011001011001
3,010001110100110101001001
3,010110000100111001011000
4,01000110010000100101001001011010
3,010001110100110101001011
3,010001110100110101001010
4,01010010010101100101011001010010
4,01000110010100110101010001001101
4,01010001010000100101001001001110
4,01000011010010100100110001011001
4,01000100010011010100111001010010
4,01001011010100100100001101001001
4,01001101010001110100011101010111
3,010110000100111101000101
3,010001110100110101010111
